year,area,area_name,racecomp,xtype,hp
2024,26,Michigan,White,Share of self sufficent household households who own a home,.85967517
2024,26,Michigan,Black,Share of struggling households who own a home,.38242528
2024,26,Michigan,Black,Share of self sufficent household households who own a home,.62318975
2024,26,Michigan,Hispanic,Share of struggling households who own a home,.587286
2024,26,Michigan,Hispanic,Share of self sufficent household households who own a home,.69929302
2024,26,Michigan,Asian,Share of struggling households who own a home,.55792361
2024,26,Michigan,Asian,Share of self sufficent household households who own a home,.67299956
2024,26,Michigan,Other,Share of struggling households who own a home,.56018132
2024,26,Michigan,Other,Share of self sufficent household households who own a home,.72634542
2024,27,Minnesota,Total,Share of struggling households who own a home,.63135707
2024,27,Minnesota,Total,Share of self sufficent household households who own a home,.80502546
2024,27,Minnesota,White,Share of struggling households who own a home,.69265211
2024,27,Minnesota,White,Share of self sufficent household households who own a home,.83796072
2024,27,Minnesota,Black,Share of struggling households who own a home,.25534049
2024,27,Minnesota,Black,Share of self sufficent household households who own a home,.37059477
2024,27,Minnesota,Hispanic,Share of struggling households who own a home,.5157159
2024,27,Minnesota,Hispanic,Share of self sufficent household households who own a home,.63750464
2024,27,Minnesota,Asian,Share of struggling households who own a home,.69850886
2024,27,Minnesota,Asian,Share of self sufficent household households who own a home,.68303686
2024,27,Minnesota,Other,Share of struggling households who own a home,.48029611
2024,27,Minnesota,Other,Share of self sufficent household households who own a home,.71696675
2024,28,Mississippi,Total,Share of struggling households who own a home,.59874427
2024,28,Mississippi,Total,Share of self sufficent household households who own a home,.82993621
2024,28,Mississippi,White,Share of struggling households who own a home,.703879
2024,28,Mississippi,White,Share of self sufficent household households who own a home,.88517225
2024,28,Mississippi,Black,Share of struggling households who own a home,.49280292
2024,28,Mississippi,Black,Share of self sufficent household households who own a home,.71734631
2024,28,Mississippi,Hispanic,Share of struggling households who own a home,.46827376
2024,28,Mississippi,Hispanic,Share of self sufficent household households who own a home,.68543726
2024,28,Mississippi,Asian,Share of struggling households who own a home,.70119208
2024,28,Mississippi,Asian,Share of self sufficent household households who own a home,.77924234
2024,28,Mississippi,Other,Share of struggling households who own a home,.57140148
2024,28,Mississippi,Other,Share of self sufficent household households who own a home,.77521729
2024,29,Missouri,Total,Share of struggling households who own a home,.57488626
2024,29,Missouri,Total,Share of self sufficent household households who own a home,.78662843
2024,29,Missouri,White,Share of struggling households who own a home,.63630342
2024,29,Missouri,White,Share of self sufficent household households who own a home,.81524104
2024,29,Missouri,Black,Share of struggling households who own a home,.34754732
2024,29,Missouri,Black,Share of self sufficent household households who own a home,.5821107
2024,29,Missouri,Hispanic,Share of struggling households who own a home,.47671261
2024,29,Missouri,Hispanic,Share of self sufficent household households who own a home,.65703702
2024,29,Missouri,Asian,Share of struggling households who own a home,.47456691
2024,29,Missouri,Asian,Share of self sufficent household households who own a home,.70457757
2024,29,Missouri,Other,Share of struggling households who own a home,.49579638
2024,29,Missouri,Other,Share of self sufficent household households who own a home,.69245303
2024,30,Montana,Total,Share of struggling households who own a home,.604976
2024,30,Montana,Total,Share of self sufficent household households who own a home,.75299978
2024,30,Montana,White,Share of struggling households who own a home,.64410836
2024,30,Montana,White,Share of self sufficent household households who own a home,.76375133
2024,30,Montana,Black,Share of struggling households who own a home,0
2024,30,Montana,Black,Share of self sufficent household households who own a home,0
2024,30,Montana,Hispanic,Share of struggling households who own a home,.35703361
2024,30,Montana,Hispanic,Share of self sufficent household households who own a home,.51563871
2024,30,Montana,Asian,Share of struggling households who own a home,.66257435
2024,30,Montana,Asian,Share of self sufficent household households who own a home,.41885236
2024,30,Montana,Other,Share of struggling households who own a home,.48275909
2024,30,Montana,Other,Share of self sufficent household households who own a home,.76085889
2024,31,Nebraska,Total,Share of struggling households who own a home,.57214659
2024,31,Nebraska,Total,Share of self sufficent household households who own a home,.75696111
2024,31,Nebraska,White,Share of struggling households who own a home,.61641043
2024,31,Nebraska,White,Share of self sufficent household households who own a home,.78403533
2024,31,Nebraska,Black,Share of struggling households who own a home,.25914606
2024,31,Nebraska,Black,Share of self sufficent household households who own a home,.5258258
2024,31,Nebraska,Hispanic,Share of struggling households who own a home,.54603541
2024,31,Nebraska,Hispanic,Share of self sufficent household households who own a home,.53537583
2024,31,Nebraska,Asian,Share of struggling households who own a home,.54170787
2024,31,Nebraska,Asian,Share of self sufficent household households who own a home,.71020663
2024,31,Nebraska,Other,Share of struggling households who own a home,.36419696
2024,31,Nebraska,Other,Share of self sufficent household households who own a home,.63984102
2024,32,Nevada,Total,Share of struggling households who own a home,.48865116
2024,32,Nevada,Total,Share of self sufficent household households who own a home,.71177357
2024,32,Nevada,White,Share of struggling households who own a home,.56669551
2024,32,Nevada,White,Share of self sufficent household households who own a home,.75558615
2024,32,Nevada,Black,Share of struggling households who own a home,.23301019
2024,32,Nevada,Black,Share of self sufficent household households who own a home,.51183504
2024,32,Nevada,Hispanic,Share of struggling households who own a home,.46467963
2024,32,Nevada,Hispanic,Share of self sufficent household households who own a home,.60541075
2024,32,Nevada,Asian,Share of struggling households who own a home,.63624984
2024,32,Nevada,Asian,Share of self sufficent household households who own a home,.78438717
2024,32,Nevada,Other,Share of struggling households who own a home,.33776033
2024,32,Nevada,Other,Share of self sufficent household households who own a home,.68836975
2024,33,New Hampshire,Total,Share of struggling households who own a home,.61204958
2024,33,New Hampshire,Total,Share of self sufficent household households who own a home,.80695152
2024,33,New Hampshire,White,Share of struggling households who own a home,.63478726
2024,33,New Hampshire,White,Share of self sufficent household households who own a home,.81730986
2024,33,New Hampshire,Black,Share of struggling households who own a home,.22646844
2024,33,New Hampshire,Black,Share of self sufficent household households who own a home,.65527385
2024,33,New Hampshire,Hispanic,Share of struggling households who own a home,.2019283
2024,33,New Hampshire,Hispanic,Share of self sufficent household households who own a home,.7565226
2024,33,New Hampshire,Asian,Share of struggling households who own a home,.58519268
2024,33,New Hampshire,Asian,Share of self sufficent household households who own a home,.70579213
2024,33,New Hampshire,Other,Share of struggling households who own a home,.6235522
2024,33,New Hampshire,Other,Share of self sufficent household households who own a home,.68490773
2024,34,New Jersey,Total,Share of struggling households who own a home,.55099338
2024,34,New Jersey,Total,Share of self sufficent household households who own a home,.73611218
2024,34,New Jersey,White,Share of struggling households who own a home,.72675723
2024,34,New Jersey,White,Share of self sufficent household households who own a home,.81290001
2024,34,New Jersey,Black,Share of struggling households who own a home,.31356147
2024,34,New Jersey,Black,Share of self sufficent household households who own a home,.57923466
